Company Names,Cars Names,Engines,CC/Battery Capacity,HorsePower,Total Speed,Performance(0 - 100 )KM/H,Cars Prices,Fuel Types,Seats,Torque,Turbo
FERRARI,SF90 STRADALE,V8,3990.0,963.0,340,2.5,33.666666666666664,plug in hyrbrid,2,800.0,No
ROLLS ROYCE,PHANTOM,V12,6749.0,563.0,250,5.3,230.0,Petrol,5,900.0,No
Ford,KA+,1.2L Petrol,100.5,77.5,165,10.5,6.75,Petrol,5,140.0,No
MERCEDES, GT 63 S,V8,492.5,630.0,250,3.2,80.5,Petrol,4,900.0,No
AUDI,AUDI R8 Gt,V10,104.5,602.0,320,3.6,271.5,Petrol,2,560.0,No
BMW,Mclaren 720s,V8,498.5,710.0,341,2.9,249.5,Petrol,2,770.0,No
ASTON MARTIN,VANTAGE F1,V8,492.5,656.0,314,3.6,316.5,Petrol,2,685.0,No
BENTLEY,Continental GT Azure,V8,499.5,550.0,318,4.0,155.5,Petrol,4,900.0,No
LAMBORGHINI,VENENO ROADSTER,V12,252.0,750.0,356,2.9,168.0,Petrol,2,690.0,No
FERRARI,F8 TRIBUTO,V8,451.5,710.0,340,2.9,140.0,Petrol,2,770.0,No
FERRARI,812 GTS,V12,6496.0,789.0,340,2.9,175.0,Petrol,2,718.0,No
FERRARI,PORTOFINO,V8,451.5,592.0,320,3.2,105.0,Petrol,22,760.0,No
FERRARI,ROMA,V8,451.5,612.0,320,3.4,115.0,Petrol,22,760.0,No
FERRARI,MONZA SP2,V12,251.0,789.0,340,2.9,233.66666666666666,Petrol,2,719.0,No
FERRARI,F8 SPIDER,V8,451.5,710.0,340,2.9,140.0,Petrol,2,770.0,No
FERRARI,PORTOFINO M,V8,451.5,612.0,320,3.2,110.0,Petrol,22,760.0,No
FERRARI,ROMA SPIDER,V8,451.5,612.0,320,3.4,120.0,Petrol,22,760.0,No
TOYOTA,GR SUPRA,I4,500.0,382.0,250,4.1,476.5,Petrol,2,500.0,No
TOYOTA,TOYOTA 86,BOXER-4,499.5,205.0,226,6.4,13.5,Petrol,22,205.0,No
TOYOTA,TOYOTA  GR86,BOXER-4,194.5,228.0,226,5.6,15.0,Petrol,4,250.0,No
TOYOTA,TOYOTA LAND CRUISER,V8,334.0,381.0,220,6.7,42.5,Diesel,7,500.0,No
TOYOTA,TOYOTA SEQUOIA,V8,334.0,381.0,200,6.9,25.0,Petrol,7,651.0,No
NISSAN,GT-R,V6,401.0,600.0,315,2.9,56.5,Petrol,4,637.0,No
NISSAN,370Z,V6,349.5,332.0,250,4.7,15.0,Petrol,2,366.0,No
NISSAN,Z PROTO,V6,500.0,400.0,290,4.1,20.0,Petrol,2,475.0,No
NISSAN,ALTIMA,I4,245.0,188.0,225,7.3,12.5,Petrol,5,380.0,No
NISSAN,MAXIMA,V6,250.5,300.0,240,5.8,17.5,Petrol,5,354.0,No
NISSAN,SENTRA,I4,499.5,149.0,200,8.2,10.0,Petrol,5,240.0,No
NISSAN,ROGUE,I4,245.0,201.0,200,7.5,14.0,Petrol,5,270.0,No
NISSAN,PATHFINDER,V6,250.5,284.0,225,6.5,17.5,Petrol,7,351.0,No
NISSAN,FRONTIER,V6,401.0,310.0,180,6.8,15.0,Petrol,5,381.0,No
NISSAN,TITAN,V8,301.5,400.0,200,5.9,20.0,Petrol,5,560.0,No
ASTON MARTIN,VALKYRIE,V12,251.0,1160.0,402,2.5,67.66666666666667,Hybrid,2,900.0,No
ASTON MARTIN,VALHALLA,V8,499.5,1000.0,362,2.5,33.666666666666664,Hybrid,2,1000.0,No
ASTON MARTIN,DBS SUPERLEGGERA,V12,104.5,715.0,340,3.4,158.0,Petrol,2,900.0,No
ASTON MARTIN,DB11,V12,104.5,600.0,322,3.9,104.0,Petrol,4,700.0,No
ASTON MARTIN,VANTAGE ,V8,499.5,503.0,313,3.6,71.0,Petrol,2,685.0,No
ASTON MARTIN,DBX,V8,499.5,542.0,291,4.5,94.5,Petrol,5,700.0,No
ASTON MARTIN,RAPIDE AMR,V12,470.0,580.0,328,4.2,120.0,Petrol,4,630.0,No
ASTON MARTIN,VANQUISH,V12,470.0,580.0,324,3.6,147.0,Petrol,2,630.0,No
ASTON MARTIN,LAGONDA TARAF,V12,470.0,540.0,314,4.2,33.666666666666664,Petrol,4,630.0,No
ASTON MARTIN,VICTOR,V12,104.5,836.0,320,2.8,100.33333333333333,Petrol,2,821.0,No
LAMBORGHINI,SIAN,V12,252.0,819.0,350,2.8,267.3333333333333,Hybrid,2,720.0,No
LAMBORGHINI,AVENTADOR SVJ,V12,252.0,759.0,350,2.8,259.0,Petrol,2,720.0,No
LAMBORGHINI,HURACAN PERFORMANTE,V10,104.5,640.0,325,2.9,137.0,Petrol,2,600.0,No
LAMBORGHINI,HURACAN EVO,V10,104.5,640.0,325,2.9,130.5,Petrol,2,600.0,No
LAMBORGHINI,AVENTADOR SV,V12,252.0,740.0,350,2.8,246.5,Petrol,2,690.0,No
LAMBORGHINI,URUS ,V8,499.5,641.0,305,3.6,105.5,Petrol,5,850.0,No
LAMBORGHINI,HURACAN SPYDER,V10,104.5,610.0,325,3.4,143.5,Petrol,2,600.0,No
LAMBORGHINI,AVENTADOR ROADSTER,V12,252.0,700.0,350,3.0,222.5,Petrol,2,690.0,No
LAMBORGHINI,HURACAN  PERFORMANTE SPYDER,V10,104.5,640.0,325,3.1,154.0,Petrol,2,600.0,No
LAMBORGHINI,AVENTADOR S,V12,252.0,740.0,350,2.9,210.5,Petrol,2,690.0,No
LAMBORGHINI,HURACAN EVO SPYDER,V10,104.5,640.0,325,3.1,143.5,Petrol,2,600.0,No
LAMBORGHINI,URUS PERFORMANTE,V8,499.5,641.0,305,3.3,121.0,Petrol,5,850.0,No
LAMBORGHINI,AVENTADOR ULTIMAE,V12,252.0,769.0,355,2.8,272.5,Petrol,2,720.0,No
LAMBORGHINI,HURACAN EVO RWD,V10,104.5,610.0,325,3.3,129.0,Petrol,2,560.0,No
LAMBORGHINI,AVENTADOR SVJ ROADSTER,V12,252.0,759.0,350,2.9,286.5,Petrol,2,720.0,No
LAMBORGHINI,URUS S,V8,499.5,671.0,305,3.3,131.5,Petrol,5,850.0,No
LAMBORGHINI,HURACAN STO,V10,104.5,640.0,325,3.0,163.5,Petrol,2,565.0,No
LAMBORGHINI,AVENTADOR LP 780-4 ULTIMATE,V12,252.0,769.0,355,2.8,272.5,Petrol,2,720.0,No
LAMBORGHINI,HURACAN EVO RWD SPYDER,V10,104.5,610.0,325,3.3,136.5,Petrol,2,600.0,No
LAMBORGHINI,AVENTADOR SVJ XAGO,V12,252.0,759.0,350,2.9,301.5,Petrol,2,720.0,No
LAMBORGHINI,URUS GRAPHITE CAPSULE,V8,500.5,641.0,305,3.3,126.5,Petrol,5,850.0,No
LAMBORGHINI,HURACAN STO EVO,V10,104.5,640.0,325,3.0,171.0,Petrol,2,565.0,No
LAMBORGHINI,AVENTADOR LP 780-4 ULTIMATE ROADSTER,V12,252.0,769.0,355,2.8,286.5,Petrol,2,720.0,No
ROLLS ROYCE ,GHOST,V12,299.0,591.0,250,4.8,166.0,Petrol,5,850.0,No
ROLLS ROYCE,WRAITH,V12,299.0,624.0,250,4.4,165.0,Petrol,4,870.0,No
ROLLS ROYCE,DAWN,V12,299.0,624.0,250,4.9,180.0,Petrol,4,870.0,No
ROLLS ROYCE,CULLINAN,V12,377.5,563.0,250,5.2,162.5,Petrol,5,850.0,No
ROLLS ROYCE,PHANTOM EXTENDED,V12,377.5,563.0,250,5.3,250.0,Petrol,5,900.0,No
ROLLS ROYCE,GHOST EXTENDED,V12,299.0,591.0,250,4.8,185.0,Petrol,5,850.0,No
ROLLS ROYCE,WRAITH BLACK BADGE,V12,299.0,624.0,250,4.3,180.0,Petrol,4,870.0,No
ROLLS ROYCE,DAWN BLACK BADGE,V12,299.0,624.0,250,4.8,195.0,Petrol,4,870.0,No
ROLLS ROYCE,CULLINAN BLACK BADGE,V12,377.5,563.0,250,5.1,175.0,Petrol,5,850.0,No
ROLLS ROYCE,PHANTOM COUPE,V12,377.5,563.0,250,5.3,225.0,Petrol,4,870.0,No
ROLLS ROYCE,GHOST COUPE,V12,299.0,591.0,250,4.8,170.0,Petrol,4,850.0,No
ROLLS ROYCE,WRAITH COUPE,V12,299.0,624.0,250,4.4,165.0,Petrol,4,870.0,No
ROLLS ROYCE,DAWN CONVERTIBLE,V12,299.0,624.0,250,4.9,190.0,Petrol,4,870.0,No
ROLLS ROYCE,CULLINAN SUV,V12,377.5,563.0,250,5.2,160.0,Petrol,5,850.0,No
MERCEDES,BENZ S-CLASS S 580,V8,492.5,496.0,250,4.4,58.0,Petrol,5,700.0,No
MERCEDES,BENZ E-CLASS E 63 S,V8,492.5,603.0,250,3.4,52.0,Petrol,5,850.0,No
MERCEDES,BENZ CLA 45 AMG,I4,1991.0,382.0,250,4.1,26.5,Petrol,5,500.0,No
MERCEDES,BENZ GLE 63 S,V8,492.5,603.0,250,4.2,56.5,Petrol,5,850.0,No
MERCEDES,BENZ S-CLASS S 500,V6,499.0,429.0,250,4.9,54.5,Petrol,5,700.0,No
MERCEDES,BENZ E-CLASS E 450 ,V6,499.0,362.0,250,5.2,31.0,Petrol,5,500.0,No
MERCEDES,BENZ CLS 450,V6,499.0,362.0,250,5.2,35.0,Petrol,5,500.0,No
MERCEDES,BENZ GT 53,V6,499.0,429.0,250,4.5,49.5,Petrol,5,700.0,No
MERCEDES,BENZ GLE 450,V6,499.0,362.0,250,5.5,31.5,Petrol,5,500.0,No
MERCEDES,BENZ A-CLASS A 45 S,I4,496.0,416.0,250,3.9,26.5,Petrol,5,500.0,No
MERCEDES,BENZ C-CLASS C 43,V6,499.0,402.0,250,4.7,26.0,Petrol,5,520.0,No
MERCEDES,BENZ E-CLASS E 350,I4,496.0,255.0,250,5.7,24.5,Petrol,5,500.0,No
MERCEDES,BENZ GLE 350 ,I4,496.0,255.0,250,6.1,26.5,Petrol,5,500.0,No
MERCEDES,BENZ GLC 43,V6,499.0,402.0,250,4.7,27.0,Petrol,5,520.0,No
MERCEDES,BENZ GLA 45,I4,496.0,382.0,250,4.3,24.0,Petrol,5,500.0,No
MERCEDES,BENZ GLC 350 ,I4,496.0,255.0,250,6.1,23.0,Petrol,5,500.0,No
MERCEDES,BENZ GLE 53,V6,499.0,429.0,250,5.2,35.5,Petrol,5,620.0,No
MERCEDES,BENZ S-CLASS S 350,I4,496.0,255.0,250,6.5,45.0,Petrol,5,500.0,No
MERCEDES,BENZ EQS 53,ELECTRIC MOTOR,,751.0,250,3.4,51.0,Electric,5,950.0,No
MERCEDES,BENZ MAYBACH S 680,V12,492.5,630.0,250,4.7,100.0,Petrol,5,1000.0,No
BMW,M5 CS,V8,199.5,627.0,305,3.0,71.0,Petrol,5,750.0,No
BMW,M4 GTS,I6,497.5,493.0,305,3.7,66.5,Petrol,4,600.0,No
BMW,M3 COMPETITION,I6,497.5,503.0,285,3.5,38.0,Petrol,5,650.0,No
BMW,M2 CS,I6,497.5,444.0,280,4.0,41.5,Petrol,4,550.0,No
BMW,X5 M COMPETITION,V8,469.5,523.0,285,4.1,57.0,Petrol,5,750.0,No
BMW,X3 M COMPETITION,I6,497.5,503.0,285,4.1,34.5,Petrol,5,650.0,No
BMW,M8 GRAN COUPE,V8,199.5,523.0,305,3.3,73.0,Petrol,5,750.0,No
BMW,M850i DRIVE COUPE,V8,469.5,523.0,285,3.7,54.0,Petrol,4,750.0,No
ROLLS ROYCE,DAWN BLACK BADGE VOLANTE,V12,299.0,563.0,250,4.8,199.0,Petrol,4,840.0,No
ROLLS ROYCE,CULLINAN BLACK BADGE SUV,V12,377.5,563.0,250,5.1,190.5,Petrol,5,850.0,No
ROLLS ROYCE,PHATOM TRANQUILITY,V12,377.5,563.0,250,5.3,237.5,Petrol,5,900.0,No
ROLLS ROYCE,GHOST ZENITH,V12,377.5,563.0,250,4.9,167.5,Petrol,5,900.0,No
ROLLS ROYCE,WRAITH EAGLE VIII,V12,299.0,623.0,250,4.5,174.5,Petrol,4,800.0,No
ROLLS ROYCE,PHATOM ORCHID,V12,377.5,563.0,250,5.3,247.5,Petrol,5,900.0,No
ROLLS ROYCE,GHOST AZURE,V12,377.5,563.0,250,4.9,177.5,Petrol,5,900.0,No
ROLLS ROYCE,WRAITH KRYPTOS,V12,299.0,623.0,250,4.5,184.5,Petrol,4,800.0,No
ROLLS ROYCE,DAWN SILVER BULLET,V12,299.0,563.0,250,4.8,209.0,Petrol,4,840.0,No
ROLLS ROYCE,CULLINAN FUX ORANGE,V12,377.5,563.0,250,5.1,200.5,Petrol,5,850.0,No
ROLLS ROYCE,PHANTOM CELESTIAL,V12,377.5,563.0,250,5.3,257.5,Petrol,5,900.0,No
ROLLS ROYCE,GHOST MYSORE,V12,377.5,563.0,250,4.9,187.5,Petrol,5,900.0,No
ROLLS ROYCE,WRAITH LUMINARY,V12,299.0,623.0,250,4.5,194.5,Petrol,4,800.0,No
ROLLS ROYCE,DAWN BLACK BADGE ADAMAS,V12,299.0,563.0,250,4.8,219.5,Petrol,4,840.0,No
ROLLS ROYCE,CULLINAN RED DIAMOND,V12,377.5,563.0,250,5.1,210.5,Petrol,5,850.0,No
AUDI,R8 V10 PLUS,V10,104.5,610.0,330,3.2,97.0,Petrol,2,560.0,No
AUDI,RS7 SPORTBACK,V8,498.0,591.0,305,3.6,57.0,Petrol,5,800.0,No
AUDI,S8,V8,498.0,563.0,305,4.3,50.5,Petrol,5,800.0,No
AUDI,RS6 AVANT,V8,498.0,591.0,305,3.6,54.5,Petrol,5,800.0,No
AUDI,S7 SPORTBACK,V8,498.0,563.0,305,4.3,48.0,Petrol,5,650.0,No
AUDI,A8,V6,498.5,335.0,250,5.7,43.0,Petrol,5,600.0,No
AUDI,S5 COUPE,V6,498.5,349.0,250,4.8,32.0,Petrol,4,500.0,No
AUDI,SQ5,V6,498.5,349.0,250,5.4,31.0,Petrol,5,500.0,No
AUDI,S4 SEDAN,V6,498.5,349.0,250,4.7,29.5,Petrol,5,500.0,No
AUDI,S3 SEDAN,I4,492.5,306.0,250,4.8,26.0,Petrol,5,400.0,No
AUDI,Q7,V6,498.5,335.0,250,6.3,30.0,Petrol,7,600.0,No
AUDI,Q5,I4,492.5,248.0,240,6.3,21.5,Petrol,5,500.0,No
AUDI,A7,V6,498.5,335.0,250,5.7,34.0,Petrol,5,600.0,No
AUDI,A6,V6,498.5,335.0,250,5.7,29.0,Petrol,5,600.0,No
AUDI,A5 COUPE,I4,492.5,248.0,240,6.3,22.5,Petrol,4,500.0,No
AUDI,A4,I4,492.5,248.0,240,6.5,19.5,Petrol,5,400.0,No
AUDI,Q3,I4,492.5,248.0,230,7.3,17.5,Petrol,5,400.0,No
AUDI,E-TRON,ELECTRIC ,95.0,402.0,200,5.5,37.5,Electric,5,664.0,No
AUDI,E-TRON SPORTBACK,ELECTRIC,95.0,402.0,200,5.5,39.0,Electric,5,664.0,No
AUDI,TT COUPE,I4,492.5,248.0,250,5.3,24.5,Petrol,2,400.0,No
BMW,I8 ROADSTER,ELECTRIC MOTOR,11.6,369.0,250,4.4,82.5,Hybrid,2,570.0,No
BMW,330i,I4,499.5,255.0,250,5.6,22.5,Petrol,5,400.0,No
BMW,M340i XDRIVE,I6,500.0,382.0,250,4.1,28.5,Petrol,5,500.0,No
BMW,430i COUPE,I4,499.5,255.0,250,5.8,24.0,Petrol,4,400.0,No
BMW,M4 COMPETITION,I6,497.5,503.0,290,3.8,40.5,Petrol,4,650.0,No
BMW,530i,I4,499.5,248.0,250,5.9,28.5,Petrol,5,400.0,No
BMW,M550i XDRIVE,V8,199.5,523.0,250,3.6,39.0,Petrol,5,650.0,No
BMW,118i,I3,250.0,136.0,213,8.5,16.0,Petrol,5,220.0,No
BMW,128ti,I4,499.5,261.0,250,6.1,21.0,Petrol,5,400.0,No
BMW,M135i XDRIVE,I4,499.5,302.0,250,4.8,15.0,Petrol,5,450.0,No
BMW,116D,I3,248.5,116.0,200,10.3,15.0,Diesel,5,280.0,No
BMW,120D XDRIVE,I4,498.0,190.0,230,6.9,19.0,Diesel,5,400.0,No
BMW,116i,I3,250.0,109.0,200,10.9,14.0,Petrol,5,200.0,No
BMW,118D,I4,498.0,150.0,216,8.4,17.0,Diesel,5,380.0,No
BMW,120i,I4,499.5,178.0,230,7.1,18.5,Petrol,5,300.0,No
BMW,125i,I4,499.5,224.0,240,6.1,21.0,Petrol,5,400.0,No
BMW,114D,I3,248.5,95.0,185,12.2,13.5,Diesel,5,270.0,No
BMW,114i,I4,299.5,102.0,195,11.2,13.0,Petrol,5,200.0,No
BMW,125D,I4,498.0,224.0,240,6.3,22.0,Diesel,5,400.0,No
BMW,118i XDRIVE,I3,250.0,136.0,211,8.9,17.0,Petrol,5,250.0,No
BMW,116D EFFICIENTDYNAMICS,I3,248.5,116.0,200,10.9,15.0,Diesel,5,270.0,No
BMW,118i SPORTLINE,I3,250.0,136.0,213,8.5,17.5,Petrol,5,250.0,No
BMW,118i M SPORT,I3,250.0,136.0,213,8.5,18.5,Petrol,5,250.0,No
BMW,120i M SPORT,I4,499.5,178.0,230,7.1,19.5,Petrol,5,300.0,No
BMW,116i EFFICIENTDYNAMICS,I4,299.5,109.0,195,10.9,14.5,Petrol,5,200.0,No
BMW,116D ADVANTAGE,I3,248.5,116.0,200,10.5,15.5,Diesel,5,270.0,No
BMW,120D EFFICIENTDYNAMICS,I4,498.0,163.0,225,7.7,19.5,Diesel,5,400.0,No
BMW,118i SHADOW LINE,I3,250.0,136.0,213,8.5,18.0,Petrol,5,250.0,No
BMW,118D SPORT LINE,I4,498.0,150.0,216,8.4,18.0,Diesel,5,380.0,No
BMW,120i XDRIVE,I4,499.5,178.0,230,7.2,20.0,Petrol,5,300.0,No
BMW,114D SPORT LINE,I3,248.5,95.0,185,12.2,14.0,Diesel,5,270.0,No
BMW,118i URBAN LINE,I3,250.0,136.0,213,8.5,17.5,Petrol,5,250.0,No
VOLVO,XC90,I6,485.0,247.0,200,6.5,30.0,Petrol/Diesel,7,400.0,No
VOLVO,XC60,I6,485.0,247.0,220,6.4,27.5,Petrol/Diesel,5,400.0,No
VOLVO,S90,I6,485.0,295.0,250,5.9,30.0,Petrol/Diesel,5,400.0,No
KIA,SPORTAGE LX,I4,241.0,187.0,200,8.0,13.5,Petrol,5,250.0,No
KIA,SPORTAGE EX,I4,241.0,187.0,200,8.0,15.0,Petrol,5,250.0,No
KIA,SPORTAGE GT-LINE,I4,241.0,187.0,200,8.0,16.0,Petrol,5,350.0,No
KIA,SPORTAGE SX TURBO,I4,499.5,240.0,210,6.7,18.0,Petrol,5,400.0,No
KIA,SPORTAGE NIGHTFALL EDITION,I4,241.0,187.0,200,8.0,16.5,Petrol,5,350.0,No
HONDA,CIVIC TYPE R,I4,498.5,315.0,272,5.7,22.0,Petrol,5,400.0,No
KIA,SPORTAGE PHEV,I4 + ELECTRIC,204.9333333333333,261.0,180,8.0,20.5,Plug-in Hybrid,5,350.0,No
KIA,SPORTAGE 2024(BASE MODEL),I4,241.0,187.0,200,8.0,13.0,Petrol,5,250.0,No
KIA,SPORTAGE 2024(TOP TRIM),I4,499.5,240.0,210,6.7,19.0,Petrol,5,400.0,No
KIA,SPORTAGE 2024(BASE AWD),I4,241.0,187.0,200,8.3,14.5,Petrol/AWD,5,250.0,No
KIA,SPORTAGE X-LINE,I4,241.0,187.0,200,8.0,266.0,Petrol,5,350.0,No
KIA,SPORTAGE 2024(S TRIM),I4,241.0,187.0,200,8.2,14.0,Petrol,5,250.0,No
HONDA,ACCORD,I4,249.5,192.0,201,7.1,214.5,Petrol,5,370.0,No
KIA,SPORTAGE 2024(HYBRID AWD),I4 + ELECTRIC,200.83,227.0,180,8.0,18.5,Hybrid,5,350.0,No
KIA,SPORTAGE 2024(PLUG-IN HYBRID AWD),I4 + ELECTRIC,204.26666666666665,261.0,180,7.9,21.0,Plug-in Hybrid,5,350.0,No
KIA,SPORTAGE 2024(X-PRO),I4,241.0,187.0,200,8.1,18.0,Petrol,5,400.0,No
KIA,SPORTAGE 2024(X-PRO PRESTIGE),I4,241.0,187.0,200,8.1,19.0,Petrol,5,400.0,No
KIA,SPORTAGE 2024(SX TURBO AWD),I4,499.5,240.0,210,6.5,20.0,Petrol/AWD,5,400.0,No
KIA  ,SPORTAGE 2024(BASE FWD),I4,241.0,187.0,200,8.5,263.0,Petrol,5,250.0,No
HONDA,CR-V,I4,249.5,190.0,186,8.2,15.0,Petrol/Hybrid,5,400.0,No
HONDA,PILOT,V6,237.0,285.0,209,6.3,20.0,Petrol,8,360.0,No
HONDA,CIVIC HATCHBACK,I4,249.5,180.0,220,6.8,188.0,Petrol,5,300.0,No
TOYOTA,CAMRY,V6,251.5,301.0,220,6.0,13.5,Petrol/Hybrid,5,250.0,No
TOYOTA,COROLLA,I4,399.5,139.0,180,9.4,261.0,Petrol/Hybrid,5,200.0,No
TOYOTA,PRIUS,I4,399.5,121.0,180,10.5,363.0,Hybrid,5,142.0,No
TOYOTA,RAV4,I4,248.0,203.0,200,8.1,63.5,Petrol/Hybrid,5,400.0,No
TOYOTA,HIGHLANDER,V6,229.5,295.0,220,7.2,219.0,Petrol/Hybrid,7,370.0,No
TOYOTA,4RUNNER ,V6,479.5,270.0,200,7.5,218.5,Petrol,5,400.0,No
TOYOTA,TACOMA,I4,348.0,159.0,180,9.5,213.0,Petrol,5,400.0,No
TOYOTA,TUNDRA,V8,334.0,381.0,220,6.7,469.5,Petrol,5,650.0,No
TOYOTA,AVALON,V6,229.5,301.0,220,6.9,220.5,Petrol,5,400.0,No
TOYOTA,MIRAI,I4,399.5,151.0,180,9.2,226.0,Hydrogen,5,335.0,No
TOYOTA,SIENNA,V6,248.0,245.0,190,8.0,97.0,Petrol/Hybrid,7,360.0,No
TOYOTA,VENZA,I4,248.0,219.0,200,7.5,216.5,Hybrid,5,400.0,No
TOYOTA,HIGHLANDER HYBRID,V6,229.5,240.0,220,8.2,220.0,Hybrid,7,350.0,No
TOYOTA,LAND CRUISER PRADO,V6,479.5,282.0,200,7.2,224.5,Petrol/Diesel,7,450.0,No
TOYOTA,TUNDRA HYBRID,V6,229.5,344.0,220,6.2,221.5,Hybrid,5,650.0,No
TOYOTA,YARIS,I4,248.5,106.0,180,11.2,209.0,Petrol,5,150.0,No
TOYOTA,C-HR,I4,493.5,144.0,200,10.2,212.0,Petrol/Hybrid,5,250.0,No
TOYOTA,BZ4X,ELECTRIC,68.8,218.0,200,7.5,221.5,Electric,5,330.0,No
TOYOTA,CROWN,HYBRID,248.0,236.0,200,7.6,219.0,Hybrid,5,400.0,No
TOYOTA,MR2,I4,493.5,168.0,200,6.9,14.5,Petrol,2,400.0,No
TOYOTA,CELICA,I4,493.5,140.0,200,8.5,12.5,Petrol,5,250.0,No
HONDA,CITY,I4,249.0,119.0,180,10.2,207.5,Petrol/Hybrid,5,145.0,No
HONDA,CIVIC,I4,498.5,158.0,200,8.5,210.0,Petrol,5,400.0,No
HYUNDAI,I10,"1.2L,4-CYLINDER,INLINE-4(I4)",99.0,87.0,160,12.2,206.0,Petrol,5,120.0,No
HYUNDAI,I20,"1.4L,4-CYLINDER,INLINE-4(I4)",198.5,99.0,180,10.5,207.5,Petrol/Hybrid,5,250.0,No
HYUNDAI,ELANTRA,"2.0L,4-CYLINDER,INLINE-4(I4)",500.0,147.0,200,9.5,209.0,Petrol/Hybrid,5,250.0,No
MAHINDRA,XUV500,"2.2L,4-CYLINDER,INLINE-4(I4)",90.5,155.0,180,10.5,209.0,Diesel,7,400.0,No
MAHINDRA,SCORPIO,"2.2L,4-CYLINDER,INLINE-4(I4)",90.5,140.0,160,11.2,208.0,Diesel,7,280.0,No
MAHINDRA,THAR,"2.0L,4-CYLINDER,INLINE-4(I4)",499.0,150.0,180,10.5,210.0,Petrol/Diesel,4,320.0,No
MARUTI SUZUKI,SWIFT,"1.2L,4-CYLINDER,INLINE-4(I4)",99.0,83.0,160,12.2,205.0,Petrol,5,113.0,No
MARUTI SUZUKI,DZIRE,"1.2L,4-CYLINDER,INLINE-4(I4)",99.0,83.0,160,12.2,205.5,Petrol/Diesel,5,113.0,No
MARUTI SUZUKI,BREZZA,"1.5L,4-CYLINDER,INLINE(I4)",231.5,103.0,180,11.5,207.0,Petrol,5,200.0,No
TOYOTA,PRIUS PRIME,"2.0L,4-CYLINDER,WITH HYBRID SYSTEM",499.5,220.0,180,6.7,65.5,Plug-in Hybrid,5,220.0,No
TOYOTA,GR COROLLA,"1.6L,TURBOCHARGED INLINE-3",309.5,300.0,230,2.5,515.5,Petrol,5,370.0,Yes
TOYOTA,LAND CRUISER 300,"3.3L,V6,TWIN TURBO DIESEL",174.5,305.0,210,6.8,279.0,Petrol/Diesel,7,650.0,Yes
TOYOTA,TUNDRA I-FORCE MAX,"3.5L,V6,HYBRID TWIN-TURBO",224.0,437.0,180,6.2,28.0,Hybrid,5,750.0,Yes
TOYOTA,COROLLA HATCHBACK XSE,"2.0L,INLINE-4",494.0,169.0,190,8.2,207.5,Petrol,5,250.0,No
TOYOTA,MIRAI,"HYDROGEN FUEL CELL,ELECTRIC MOTOR",1.24,152.0,180,9.0,274.5,Hydrogen,5,335.0,No
TOYOTA,HILUX GR SPORT,"2.8L,TURBO,DIESEL",378.5,224.0,170,10.0,25.0,Petrol/Diesel,5,500.0,Yes
TOYOTA,ALPHARD EXECUTIVE LOUNGE,"2.5L,INLINE-4,HYBRID,OR 3.5L,V6",192.2,296.0,180,8.5,30.0,Petrol,7,400.0,No
TOYOTA,FORTUNER GR SPORT,"2.8L,TURBO,DIESEL",378.5,204.0,175,10.5,27.5,Diesel/Petrol,7,500.0,Yes
TOYOTA,INNOVA HYCROSS,2.0L HYBRID,494.0,184.0,165,9.5,20.0,Hybrid,7,250.0,No
TOYOTA,COASTER,"4.0L,DIESEL",6.5,134.0,120,,35.0,Diesel,20,500.0,No
TOYOTA,URBAN CRUISER TAISOR,"1.5L,HYBRID",245.5,114.0,170,11.0,12.5,Petrol,5,130.0,No
TOYOTA,AYGO X,"1.0L,INLINE-3",998.0,71.0,160,14.8,9.0,Petrol,4,93.0,No
TOYOTA,HILUX REVO ROCCO,"2.8L,TURBO,DIESEL",378.5,204.0,175,10.0,25.0,Diesel,5,500.0,Yes
TOYOTA,PROACE VERSO ELECTRIC,ELECTRIC MOTOR,75.0,136.0,130,13.5,27.5,Electric,7,280.0,No
TOYOTA,CENTURY SUV,"3.5L,V6,PLUG IN HYBRID",229.5,406.0,200,6.0,85.0,Petrol,5,500.0,No
TOYOTA,COROLLA SEDAN HYBRID,"1.8L,HYBRID",399.5,134.0,180,10.0,12.0,Hybrid,5,300.0,No
TOYOTA,BZ3,ELECTRIC MOTOR,65.0,241.0,160,7.5,17.5,Electric,5,340.0,No
